지표연도,시도,시군구,지표명,분모,분자,항생제 처방률
2012,대구광역시,남구,항생제처방률,3540249,497277,14.05
2012,대구광역시,북구,항생제처방률,6139831,1493763,24.33
2012,대구광역시,수성구,항생제처방률,6095049,1418057,23.27
2012,대구광역시,달서구,항생제처방률,8995861,2365370,26.29
2012,대구광역시,달성군,항생제처방률,2213646,611880,27.64
2012,인천광역시,전체,항생제처방률,36499630,8802446,24.12
2012,인천광역시,중구,항생제처방률,1928954,343180,17.79
2012,인천광역시,동구,항생제처방률,1334250,263312,19.73
2012,인천광역시,남구,항생제처방률,5626550,1298618,23.08
2012,인천광역시,연수구,항생제처방률,3196225,838377,26.23
2012,인천광역시,남동구,항생제처방률,7202744,1699396,23.59
2012,인천광역시,부평구,항생제처방률,7524568,1893822,25.17
2012,인천광역시,계양구,항생제처방률,3912791,981598,25.09
2012,인천광역시,서구,항생제처방률,4915226,1368399,27.84
2012,인천광역시,강화군,항생제처방률,738770,104787,14.18
2012,인천광역시,옹진군,항생제처방률,119552,10957,9.17
2012,광주광역시,전체,항생제처방률,22187908,5517885,24.87
2012,광주광역시,동구,항생제처방률,3338380,518428,15.53
2012,광주광역시,서구,항생제처방률,4199194,1156165,27.53
2012,광주광역시,남구,항생제처방률,3151639,734097,23.29
2012,광주광역시,북구,항생제처방률,5858033,1462752,24.97
2012,광주광역시,광산구,항생제처방률,5640662,1646443,29.19
2012,대전광역시,전체,항생제처방률,24345643,5306949,21.8
2012,대전광역시,동구,항생제처방률,3281223,687889,20.96
2012,대전광역시,중구,항생제처방률,5614902,923286,16.44
2012,대전광역시,서구,항생제처방률,8789740,1946611,22.15
2012,대전광역시,유성구,항생제처방률,3557419,916087,25.75
2012,대전광역시,대덕구,항생제처방률,3102359,833076,26.85
2012,울산광역시,전체,항생제처방률,15888314,4206037,26.47
2012,울산광역시,중구,항생제처방률,2862433,707629,24.72
2012,울산광역시,남구,항생제처방률,6129833,1579598,25.77
2012,울산광역시,동구,항생제처방률,3022300,728880,24.12
2012,울산광역시,북구,항생제처방률,1790021,569139,31.8
2012,울산광역시,울주군,항생제처방률,2083727,620791,29.79
2012,세종특별자치시,전체,항생제처방률,39269,11016,28.05
2012,세종특별자치시,세종시,항생제처방률,39269,11016,28.05
2012,경기도,전체,항생제처방률,151444643,38465138,25.4
2012,경기도,수원시 장안구,항생제처방률,3406114,1018848,29.91
2012,경기도,수원시 권선구,항생제처방률,3022736,867720,28.71
2012,경기도,수원시 팔달구,항생제처방률,4722733,950883,20.13
2012,경기도,수원시 영통구,항생제처방률,4533462,1016466,22.42
2012,경기도,성남시 수정구,항생제처방률,2793247,725751,25.98
2012,경기도,성남시 중원구,항생제처방률,3096165,787486,25.43
2012,경기도,성남시 분당구,항생제처방률,8933965,1500162,16.79
2012,경기도,의정부시,항생제처방률,6180279,1511244,24.45
2012,경기도,안양시 만안구,항생제처방률,3109979,694197,22.32
2012,경기도,안양시 동안구,항생제처방률,5150981,1309844,25.43
2012,경기도,부천시 원미구,항생제처방률,7150253,1670063,23.36
2012,경기도,부천시 소사구,항생제처방률,2805787,694588,24.76
2012,경기도,부천시 오정구,항생제처방률,2173889,560580,25.79
2012,경기도,광명시,항생제처방률,4596932,1250166,27.2
2012,경기도,평택시,항생제처방률,6197248,1414466,22.82
2012,경기도,동두천시,항생제처방률,1328791,381977,28.75
2012,경기도,안산시 상록구,항생제처방률,3289013,875514,26.62
2012,경기도,안산시 단원구,항생제처방률,5518264,1351222,24.49
2012,경기도,고양시 덕양구,항생제처방률,4530256,1222239,26.98
2012,경기도,고양시 일산동구,항생제처방률,4535940,803145,17.71
2012,경기도,고양시 일산서구,항생제처방률,4122759,931000,22.58
2012,경기도,과천시,항생제처방률,648449,151893,23.42
2012,경기도,구리시,항생제처방률,3093480,848498,27.43
2012,경기도,남양주시,항생제처방률,6118604,1880645,30.74
2012,경기도,오산시,항생제처방률,2472905,746068,30.17
2012,경기도,시흥시,항생제처방률,4590104,1404120,30.59
2012,경기도,군포시,항생제처방률,3310133,940324,28.41
2012,경기도,의왕시,항생제처방률,1341917,365864,27.26
2012,경기도,하남시,항생제처방률,1724390,550707,31.94
2012,경기도,용인시 처인구,항생제처방률,2345484,630894,26.9
2012,경기도,용인시 기흥구,항생제처방률,3688585,1050612,28.48
2012,경기도,용인시 수지구,항생제처방률,2811012,735700,26.17
2012,경기도,파주시,항생제처방률,4240996,1160320,27.36
2012,경기도,이천시,항생제처방률,2764418,751786,27.2
2012,경기도,안성시,항생제처방률,2250446,525154,23.34
2012,경기도,김포시,항생제처방률,3221608,907739,28.18
2012,경기도,화성시,항생제처방률,5987081,1891062,31.59
2012,경기도,광주시,항생제처방률,2507427,727212,29
2012,경기도,양주시,항생제처방률,1798084,554629,30.85
2012,경기도,포천시,항생제처방률,1762751,433199,24.58
2012,경기도,여주군,항생제처방률,1286618,268050,20.83
2012,경기도,연천군,항생제처방률,454459,75735,16.66
2012,경기도,가평군,항생제처방률,691652,117574,17
2012,경기도,양평군,항생제처방률,1135247,209792,18.48
2012,강원도,전체,항생제처방률,20614339,4370450,21.2
2012,강원도,춘천시,항생제처방률,3815818,713193,18.69
2012,강원도,원주시,항생제처방률,4815671,1207533,25.08
2012,강원도,강릉시,항생제처방률,3224983,521548,16.17
2012,강원도,동해시,항생제처방률,1443172,385656,26.72
2012,강원도,태백시,항생제처방률,679177,168453,24.8
2012,강원도,속초시,항생제처방률,1512486,342056,22.62
2012,강원도,삼척시,항생제처방률,917306,167658,18.28
2012,강원도,홍천군,항생제처방률,924241,188183,20.36
2012,강원도,횡성군,항생제처방률,461159,84050,18.23
2012,강원도,영월군,항생제처방률,511224,113489,22.2
2012,강원도,평창군,항생제처방률,341081,61029,17.89
2012,강원도,정선군,항생제처방률,288147,49600,17.21
2012,강원도,철원군,항생제처방률,556049,138260,24.86
2012,강원도,화천군,항생제처방률,228911,44417,19.4
2012,강원도,양구군,항생제처방률,184761,38806,21
2012,강원도,인제군,항생제처방률,316324,79468,25.12
2012,강원도,고성군,항생제처방률,220580,38864,17.62
2012,강원도,양양군,항생제처방률,173249,28187,16.27
2012,충청북도,전체,항생제처방률,23526924,5306460,22.55
2012,충청북도,청주시 상당구,항생제처방률,4670681,1078538,23.09
2012,충청북도,청주시 흥덕구,항생제처방률,6269054,1681564,26.82
2012,충청북도,충주시,항생제처방률,3295347,740267,22.46
2012,충청북도,제천시,항생제처방률,2328545,443653,19.05
2012,충청북도,청원군,항생제처방률,1305068,341386,26.16
2012,충청북도,보은군,항생제처방률,553468,74824,13.52
2012,충청북도,옥천군,항생제처방률,944962,156115,16.52
2012,충청북도,영동군,항생제처방률,819797,146312,17.85
2012,충청북도,증평군,항생제처방률,497473,123962,24.92
2012,충청북도,진천군,항생제처방률,857344,213591,24.91
2012,충청북도,괴산군,항생제처방률,415915,49927,12
2012,충청북도,음성군,항생제처방률,1274207,221374,17.37
2012,충청북도,단양군,항생제처방률,295063,34947,11.84
2012,충청남도,전체,항생제처방률,32285404,6755417,20.92
2012,충청남도,천안시 동남구,항생제처방률,3795272,762649,20.09
2012,충청남도,천안시 서북구,항생제처방률,4979149,1393764,27.99
2012,충청남도,공주시,항생제처방률,1871715,342881,18.32
2012,충청남도,보령시,항생제처방률,1814005,343523,18.94
2012,충청남도,아산시,항생제처방률,3293314,925934,28.12
2012,충청남도,서산시,항생제처방률,2416154,541068,22.39
2012,충청남도,논산시,항생제처방률,2522002,410021,16.26
2012,충청남도,계룡시,항생제처방률,429899,123624,28.76
2012,충청남도,당진시,항생제처방률,2163872,542277,25.06
2012,충청남도,금산군,항생제처방률,1041701,154687,14.85
2012,충청남도,연기군,항생제처방률,1243159,238759,19.21
2012,충청남도,부여군,항생제처방률,1189336,156055,13.12
2012,충청남도,서천군,항생제처방률,1208851,142080,11.75
2012,충청남도,청양군,항생제처방률,454932,50243,11.04
2012,충청남도,홍성군,항생제처방률,1597888,227822,14.26
2012,충청남도,예산군,항생제처방률,1230463,209889,17.06
2012,충청남도,태안군,항생제처방률,1033692,190141,18.39
2012,전라북도,전체,항생제처방률,32034597,5904837,18.43
2012,전라북도,전주시 완산구,항생제처방률,5929833,1171310,19.75
2012,전라북도,전주시 덕진구,항생제처방률,5246858,1006489,19.18
2012,전라북도,군산시,항생제처방률,4556873,1067242,23.42
2012,전라북도,익산시,항생제처방률,5007330,1029704,20.56
2012,전라북도,정읍시,항생제처방률,2205348,338451,15.35
2012,전라북도,남원시,항생제처방률,1900466,292203,15.38
2012,전라북도,김제시,항생제처방률,1685721,227434,13.49
2012,전라북도,완주군,항생제처방률,1026031,229376,22.36
2012,전라북도,진안군,항생제처방률,461068,46311,10.04
2012,전라북도,무주군,항생제처방률,385947,47179,12.22
2012,전라북도,장수군,항생제처방률,273279,30578,11.19
2012,전라북도,임실군,항생제처방률,537307,64545,12.01
2012,전라북도,순창군,항생제처방률,533943,56313,10.55
2012,전라북도,고창군,항생제처방률,1062298,120856,11.38
2012,전라북도,부안군,항생제처방률,1222295,176846,14.47
2012,전라남도,전체,항생제처방률,31584697,6081648,19.26
2012,전라남도,목포시,항생제처방률,5154277,1259729,24.44
2012,전라남도,여수시,항생제처방률,4769045,1131094,23.72
2012,전라남도,순천시,항생제처방률,4394062,1052109,23.94
2012,전라남도,나주시,항생제처방률,1483528,264899,17.86
2012,전라남도,광양시,항생제처방률,1472822,366202,24.86
2012,전라남도,담양군,항생제처방률,774369,97111,12.54
2012,전라남도,곡성군,항생제처방률,474323,61035,12.87
2012,전라남도,구례군,항생제처방률,411835,61905,15.03
2012,전라남도,고흥군,항생제처방률,1316523,204301,15.52
2012,전라남도,보성군,항생제처방률,749171,105246,14.05
2012,전라남도,화순군,항생제처방률,1382630,229086,16.57
2012,전라남도,장흥군,항생제처방률,831622,88141,10.6
2012,전라남도,강진군,항생제처방률,682838,110686,16.21
2012,전라남도,해남군,항생제처방률,1483475,182151,12.28
2012,전라남도,영암군,항생제처방률,800986,121597,15.18
2012,전라남도,무안군,항생제처방률,1038253,152954,14.73
2012,전라남도,함평군,항생제처방률,578968,56572,9.77
2012,전라남도,영광군,항생제처방률,1253618,188581,15.04
2012,전라남도,장성군,항생제처방률,599293,94254,15.73
2012,전라남도,완도군,항생제처방률,854709,127017,14.86
2012,전라남도,진도군,항생제처방률,564084,70283,12.46
2012,전라남도,신안군,항생제처방률,514266,56695,11.02
2012,경상북도,전체,항생제처방률,38518410,8356908,21.7
2012,경상북도,포항시 남구,항생제처방률,3096458,718381,23.2
2012,경상북도,포항시 북구,항생제처방률,4347285,868466,19.98
2012,경상북도,경주시,항생제처방률,3865781,900435,23.29
2012,경상북도,김천시,항생제처방률,1764232,286158,16.22
2012,경상북도,안동시,항생제처방률,2996018,575190,19.2
2012,경상북도,구미시,항생제처방률,5666333,1619171,28.58
2012,경상북도,영주시,항생제처방률,1652425,367727,22.25
2012,경상북도,영천시,항생제처방률,1870748,251358,13.44
2012,경상북도,상주시,항생제처방률,1597052,280609,17.57
2012,경상북도,문경시,항생제처방률,1358241,292777,21.56
2012,경상북도,경산시,항생제처방률,3519515,1003493,28.51
2012,경상북도,군위군,항생제처방률,275127,39065,14.2
2012,경상북도,의성군,항생제처방률,806396,114941,14.25
2012,경상북도,청송군,항생제처방률,243619,39869,16.37
2012,경상북도,영양군,항생제처방률,139953,26299,18.79
2012,경상북도,영덕군,항생제처방률,647846,87004,13.43
2012,경상북도,청도군,항생제처방률,745747,111927,15.01
2012,경상북도,고령군,항생제처방률,374583,69453,18.54
2012,경상북도,성주군,항생제처방률,583298,92387,15.84
2012,경상북도,칠곡군,항생제처방률,1368104,391311,28.6
2012,경상북도,예천군,항생제처방률,550443,67305,12.23
2012,경상북도,봉화군,항생제처방률,309525,37960,12.26
2012,경상북도,울진군,항생제처방률,662205,108571,16.4
2012,경상북도,울릉군,항생제처방률,77476,7051,9.1
2012,경상남도,전체,항생제처방률,48426200,11173818,23.07
2012,경상남도,창원시 의창구,항생제처방률,3346398,834617,24.94
2012,경상남도,창원시 성산구,항생제처방률,3118123,903102,28.96
2012,경상남도,창원시 마산합포구,항생제처방률,2982303,611604,20.51
2012,경상남도,창원시 마산회원구,항생제처방률,3845180,946534,24.62
2012,경상남도,창원시 진해구,항생제처방률,2342340,584175,24.94
2012,경상남도,진주시,항생제처방률,5482132,1049205,19.14
2012,경상남도,통영시,항생제처방률,2555735,581825,22.77
2012,경상남도,사천시,항생제처방률,1877574,365973,19.49
2012,경상남도,김해시,항생제처방률,6782291,1924201,28.37
2012,경상남도,밀양시,항생제처방률,1626740,352253,21.65
2012,경상남도,거제시,항생제처방률,3037046,867330,28.56
2012,경상남도,양산시,항생제처방률,3910357,1028923,26.31
2012,경상남도,의령군,항생제처방률,476838,73898,15.5
2012,경상남도,함안군,항생제처방률,795322,139574,17.55
2012,경상남도,창녕군,항생제처방률,897571,143371,15.97
2012,경상남도,고성군,항생제처방률,836466,124543,14.89
2012,경상남도,남해군,항생제처방률,845254,107014,12.66
2012,경상남도,하동군,항생제처방률,844056,112591,13.34
2012,경상남도,산청군,항생제처방률,433859,40453,9.32
2012,경상남도,함양군,항생제처방률,740931,103822,14.01
2012,경상남도,거창군,항생제처방률,962703,164806,17.12
2012,경상남도,합천군,항생제처방률,686981,114004,16.59
2012,제주특별자치도,전체,항생제처방률,9424687,2162772,22.95
2012,제주특별자치도,제주시,항생제처방률,7068837,1694655,23.97
2012,제주특별자치도,서귀포시,항생제처방률,2355850,468117,19.87
2013,전국,전체,항생제처방률,732562496,160584849,21.92
2013,서울특별시,전체,항생제처방률,150869036,31637976,20.97
2013,서울특별시,종로구,항생제처방률,6283297,785934,12.51
2013,서울특별시,중구,항생제처방률,4143899,934171,22.54
2013,서울특별시,용산구,항생제처방률,2600595,576055,22.15
2013,서울특별시,성동구,항생제처방률,3860540,850622,22.03
2013,서울특별시,광진구,항생제처방률,5106972,1147509,22.47
2013,서울특별시,동대문구,항생제처방률,6297893,1155009,18.34
2013,서울특별시,중랑구,항생제처방률,5116912,1203654,23.52
2013,서울특별시,성북구,항생제처방률,6060831,1313739,21.68
2013,서울특별시,강북구,항생제처방률,4480839,1041383,23.24
2013,서울특별시,도봉구,항생제처방률,3973357,857190,21.57
2013,서울특별시,노원구,항생제처방률,8034881,1852247,23.05
2013,서울특별시,은평구,항생제처방률,6384232,1462081,22.9
2013,서울특별시,서대문구,항생제처방률,5644720,951095,16.85
2013,서울특별시,마포구,항생제처방률,5091210,1315327,25.84
2013,서울특별시,양천구,항생제처방률,6007958,1405622,23.4
2013,서울특별시,강서구,항생제처방률,7164229,1794933,25.05
2013,서울특별시,구로구,항생제처방률,5966689,1450099,24.3
2013,서울특별시,금천구,항생제처방률,2883382,772135,26.78
2013,서울특별시,영등포구,항생제처방률,7128714,1507689,21.15
2013,서울특별시,동작구,항생제처방률,5935604,1156496,19.48
2013,서울특별시,관악구,항생제처방률,5590631,1290319,23.08
2013,서울특별시,서초구,항생제처방률,6918232,1226998,17.74
2013,서울특별시,강남구,항생제처방률,12044326,2182021,18.12
2013,서울특별시,송파구,항생제처방률,10277990,1990233,19.36
2013,서울특별시,강동구,항생제처방률,7871103,1415415,17.98
2013,부산광역시,전체,항생제처방률,54805500,11304354,20.63
2013,부산광역시,중구,항생제처방률,1593909,277355,17.4
2013,부산광역시,서구,항생제처방률,3573726,461528,12.91
2013,부산광역시,동구,항생제처방률,2602642,372661,14.32
2013,부산광역시,영도구,항생제처방률,2032777,445751,21.93
2013,부산광역시,부산진구,항생제처방률,7340110,1423937,19.4
2013,부산광역시,동래구,항생제처방률,4402623,914043,20.76
2013,부산광역시,남구,항생제처방률,3448759,745229,21.61
2013,부산광역시,북구,항생제처방률,4219919,915247,21.69
2013,부산광역시,해운대구,항생제처방률,5757960,1256790,21.83
2013,부산광역시,사하구,항생제처방률,4848856,1199687,24.74
2013,부산광역시,금정구,항생제처방률,3439688,791358,23.01
2013,부산광역시,강서구,항생제처방률,396349,126603,31.94
2013,부산광역시,연제구,항생제처방률,3303524,683416,20.69
2013,부산광역시,수영구,항생제처방률,2713884,508427,18.73
2013,부산광역시,사상구,항생제처방률,3405488,786366,23.09
2013,부산광역시,기장군,항생제처방률,1725286,395956,22.95
2013,대구광역시,전체,항생제처방률,39256470,8139031,20.73
2013,대구광역시,중구,항생제처방률,4362667,535166,12.27
2013,대구광역시,동구,항생제처방률,5081469,1028256,20.24
2013,대구광역시,서구,항생제처방률,2910076,580855,19.96
2013,대구광역시,남구,항생제처방률,3536675,467128,13.21
2013,대구광역시,북구,항생제처방률,6147150,1378902,22.43
2013,대구광역시,수성구,항생제처방률,6084232,1358990,22.34
2013,대구광역시,달서구,항생제처방률,8858554,2193319,24.76
2013,대구광역시,달성군,항생제처방률,2275647,596415,26.21
2013,인천광역시,전체,항생제처방률,36919214,8778816,23.78
2013,인천광역시,중구,항생제처방률,1974966,357416,18.1
2013,인천광역시,동구,항생제처방률,1332060,250633,18.82
2013,인천광역시,남구,항생제처방률,5605324,1276847,22.78
2013,인천광역시,연수구,항생제처방률,3149641,806560,25.61
2013,인천광역시,남동구,항생제처방률,7388878,1686652,22.83
2013,인천광역시,부평구,항생제처방률,7498693,1846483,24.62
2013,인천광역시,계양구,항생제처방률,3915304,966253,24.68
2013,인천광역시,서구,항생제처방률,5189199,1474543,28.42
2013,인천광역시,강화군,항생제처방률,731793,99127,13.55
2013,인천광역시,옹진군,항생제처방률,133356,14302,10.72
2013,광주광역시,전체,항생제처방률,22499986,5527407,24.57
2013,광주광역시,동구,항생제처방률,3420737,543018,15.87
2013,광주광역시,서구,항생제처방률,4255887,1162127,27.31
2013,광주광역시,남구,항생제처방률,3186670,741538,23.27
2013,광주광역시,북구,항생제처방률,5884869,1423007,24.18
2013,광주광역시,광산구,항생제처방률,5751823,1657717,28.82
2013,대전광역시,전체,항생제처방률,24844773,5312177,21.38
2013,대전광역시,동구,항생제처방률,3401919,685318,20.15
2013,대전광역시,중구,항생제처방률,5638501,897359,15.91
2013,대전광역시,서구,항생제처방률,9000321,1935854,21.51
2013,대전광역시,유성구,항생제처방률,3681830,948151,25.75
2013,대전광역시,대덕구,항생제처방률,3122202,845495,27.08
2013,울산광역시,전체,항생제처방률,15856702,4016462,25.33
2013,울산광역시,중구,항생제처방률,2866079,710760,24.8
2013,울산광역시,남구,항생제처방률,6064822,1464746,24.15
2013,울산광역시,동구,항생제처방률,3036493,675049,22.23
2013,울산광역시,북구,항생제처방률,1811430,554403,30.61
2013,울산광역시,울주군,항생제처방률,2077878,611504,29.43
2013,세종특별자치시,전체,항생제처방률,1515936,299669,19.77
2013,세종특별자치시,세종시,항생제처방률,1515936,299669,19.77
2013,경기도,전체,항생제처방률,152381799,37652581,24.71
2013,경기도,수원시 장안구,항생제처방률,3411135,990027,29.02
2013,경기도,수원시 권선구,항생제처방률,3126684,890151,28.47
2013,경기도,수원시 팔달구,항생제처방률,4671078,916423,19.62
2013,경기도,수원시 영통구,항생제처방률,4667361,987074,21.15
2013,경기도,성남시 수정구,항생제처방률,2770072,702746,25.37
2013,경기도,성남시 중원구,항생제처방률,2983590,720324,24.14
2013,경기도,성남시 분당구,항생제처방률,9130527,1479435,16.2
2013,경기도,의정부시,항생제처방률,6093888,1423927,23.37
2013,경기도,안양시 만안구,항생제처방률,3041881,667571,21.95
2013,경기도,안양시 동안구,항생제처방률,5222818,1279917,24.51
2013,경기도,부천시 원미구,항생제처방률,7164679,1648619,23.01
2013,경기도,부천시 소사구,항생제처방률,2844532,671481,23.61
2013,경기도,부천시 오정구,항생제처방률,2135219,545714,25.56
2013,경기도,광명시,항생제처방률,4578710,1218498,26.61
2013,경기도,평택시,항생제처방률,6257289,1404720,22.45
2013,경기도,동두천시,항생제처방률,1301239,354302,27.23
2013,경기도,안산시 상록구,항생제처방률,3309315,875497,26.46
2013,경기도,안산시 단원구,항생제처방률,5502340,1311614,23.84
2013,경기도,고양시 덕양구,항생제처방률,4475675,1152076,25.74
2013,경기도,고양시 일산동구,항생제처방률,4665397,800875,17.17
2013,경기도,고양시 일산서구,항생제처방률,4008595,879917,21.95
2013,경기도,과천시,항생제처방률,609546,140424,23.04
2013,경기도,구리시,항생제처방률,3039869,773913,25.46
2013,경기도,남양주시,항생제처방률,6230464,1846389,29.63
2013,경기도,오산시,항생제처방률,2451214,769668,31.4
2013,경기도,시흥시,항생제처방률,4541210,1352238,29.78
2013,경기도,군포시,항생제처방률,3338676,931504,27.9
2013,경기도,의왕시,항생제처방률,1366838,349337,25.56
2013,경기도,하남시,항생제처방률,1709310,541704,31.69
2013,경기도,용인시 처인구,항생제처방률,2356543,620936,26.35
2013,경기도,용인시 기흥구,항생제처방률,3732377,1036828,27.78
2013,경기도,용인시 수지구,항생제처방률,2922813,754882,25.83
2013,경기도,파주시,항생제처방률,4320022,1151582,26.66
2013,경기도,이천시,항생제처방률,2797317,760959,27.2
2013,경기도,안성시,항생제처방률,2250933,510867,22.7
2013,경기도,김포시,항생제처방률,3386868,948722,28.01
2013,경기도,화성시,항생제처방률,6302151,1920964,30.48
2013,경기도,광주시,항생제처방률,2530721,703682,27.81
2013,경기도,양주시,항생제처방률,1784251,530712,29.74
2013,경기도,포천시,항생제처방률,1773567,430899,24.3
2013,경기도,여주군,항생제처방률,1291093,258912,20.05
2013,경기도,연천군,항생제처방률,424676,65891,15.52
2013,경기도,가평군,항생제처방률,706925,117295,16.59
2013,경기도,양평군,항생제처방률,1152391,213365,18.51
2013,강원도,전체,항생제처방률,20533441,4248147,20.69
2013,강원도,춘천시,항생제처방률,3857633,721810,18.71
2013,강원도,원주시,항생제처방률,4847925,1176377,24.27
2013,강원도,강릉시,항생제처방률,3148848,488740,15.52
2013,강원도,동해시,항생제처방률,1415820,368527,26.03
2013,강원도,태백시,항생제처방률,692005,168630,24.37
2013,강원도,속초시,항생제처방률,1497208,333976,22.31
2013,강원도,삼척시,항생제처방률,923571,174105,18.85
2013,강원도,홍천군,항생제처방률,910472,172532,18.95
2013,강원도,횡성군,항생제처방률,465654,80706,17.33
2013,강원도,영월군,항생제처방률,502338,108986,21.7
2013,강원도,평창군,항생제처방률,327879,55385,16.89
2013,강원도,정선군,항생제처방률,302071,48005,15.89
2013,강원도,철원군,항생제처방률,512153,121733,23.77
2013,강원도,화천군,항생제처방률,212283,39392,18.56
2013,강원도,양구군,항생제처방률,192173,40728,21.19
2013,강원도,인제군,항생제처방률,311765,78844,25.29
2013,강원도,고성군,항생제처방률,233952,41229,17.62
2013,강원도,양양군,항생제처방률,179691,28442,15.83
2013,충청북도,전체,항생제처방률,23406846,5113945,21.85
2013,충청북도,청주시 상당구,항생제처방률,4695551,1041485,22.18
2013,충청북도,청주시 흥덕구,항생제처방률,6354059,1660938,26.14
2013,충청북도,충주시,항생제처방률,3311250,706766,21.34
2013,충청북도,제천시,항생제처방률,2279168,425330,18.66
2013,충청북도,청원군,항생제처방률,1210848,306539,25.32
2013,충청북도,보은군,항생제처방률,543768,75700,13.92
2013,충청북도,옥천군,항생제처방률,924097,143574,15.54
2013,충청북도,영동군,항생제처방률,820230,139088,16.96
2013,충청북도,증평군,항생제처방률,476726,111931,23.48
2013,충청북도,진천군,항생제처방률,841899,204583,24.3
2013,충청북도,괴산군,항생제처방률,414582,45176,10.9
2013,충청북도,음성군,항생제처방률,1250263,217880,17.43
2013,충청북도,단양군,항생제처방률,284405,34955,12.29
2013,충청남도,전체,항생제처방률,30819769,6380140,20.7
2013,충청남도,천안시 동남구,항생제처방률,3833841,746479,19.47
2013,충청남도,천안시 서북구,항생제처방률,4959918,1388116,27.99
2013,충청남도,공주시,항생제처방률,1793438,337398,18.81
2013,충청남도,보령시,항생제처방률,1786708,326845,18.29
2013,충청남도,아산시,항생제처방률,3385187,933874,27.59
2013,충청남도,서산시,항생제처방률,2407389,543524,22.58
2013,충청남도,논산시,항생제처방률,2410331,375317,15.57
2013,충청남도,계룡시,항생제처방률,398122,106286,26.7
2013,충청남도,당진시,항생제처방률,2222109,540573,24.33
2013,충청남도,금산군,항생제처방률,1026156,148884,14.51
2013,충청남도,부여군,항생제처방률,1165893,136990,11.75
2013,충청남도,서천군,항생제처방률,1176615,142221,12.09
2013,충청남도,청양군,항생제처방률,410066,45060,10.99
2013,충청남도,홍성군,항생제처방률,1607527,218045,13.56
2013,충청남도,예산군,항생제처방률,1218806,207183,17
2013,충청남도,태안군,항생제처방률,1017663,183345,18.02
2013,전라북도,전체,항생제처방률,31969749,5804986,18.16
2013,전라북도,전주시 완산구,항생제처방률,6084045,1193739,19.62
2013,전라북도,전주시 덕진구,항생제처방률,5232027,972050,18.58
2013,전라북도,군산시,항생제처방률,4532281,1048152,23.13
2013,전라북도,익산시,항생제처방률,5053932,1036307,20.5
2013,전라북도,정읍시,항생제처방률,2180629,314966,14.44
2013,전라북도,남원시,항생제처방률,1873834,282241,15.06
2013,전라북도,김제시,항생제처방률,1656143,205576,12.41
2013,전라북도,완주군,항생제처방률,1013447,219149,21.62
2013,전라북도,진안군,항생제처방률,454023,45727,10.07
2013,전라북도,무주군,항생제처방률,374925,45529,12.14
2013,전라북도,장수군,항생제처방률,265850,29682,11.16
2013,전라북도,임실군,항생제처방률,519522,62414,12.01
2013,전라북도,순창군,항생제처방률,518659,48396,9.33
2013,전라북도,고창군,항생제처방률,1029133,119667,11.63
2013,전라북도,부안군,항생제처방률,1181299,181391,15.36
2013,전라남도,전체,항생제처방률,31600516,5915477,18.72
2013,전라남도,목포시,항생제처방률,5163356,1232417,23.87
2013,전라남도,여수시,항생제처방률,4740996,1101980,23.24
2013,전라남도,순천시,항생제처방률,4342319,983882,22.66
2013,전라남도,나주시,항생제처방률,1476709,263145,17.82
2013,전라남도,광양시,항생제처방률,1535629,360230,23.46
2013,전라남도,담양군,항생제처방률,795280,97250,12.23
2013,전라남도,곡성군,항생제처방률,465741,59837,12.85
2013,전라남도,구례군,항생제처방률,420141,60082,14.3
2013,전라남도,고흥군,항생제처방률,1293197,187833,14.52
2013,전라남도,보성군,항생제처방률,750197,104470,13.93
2013,전라남도,화순군,항생제처방률,1385897,229076,16.53
2013,전라남도,장흥군,항생제처방률,820030,89121,10.87
2013,전라남도,강진군,항생제처방률,683639,102865,15.05
2013,전라남도,해남군,항생제처방률,1487290,170955,11.49
2013,전라남도,영암군,항생제처방률,770243,108511,14.09
2013,전라남도,무안군,항생제처방률,1154430,191799,16.61
2013,전라남도,함평군,항생제처방률,572575,52598,9.19
2013,전라남도,영광군,항생제처방률,1234639,184045,14.91
2013,전라남도,장성군,항생제처방률,582496,89466,15.36
2013,전라남도,완도군,항생제처방률,862057,124536,14.45
2013,전라남도,진도군,항생제처방률,566162,70254,12.41
2013,전라남도,신안군,항생제처방률,497493,51125,10.28
2013,경상북도,전체,항생제처방률,38202657,7868499,20.6
2013,경상북도,포항시 남구,항생제처방률,3108455,660618,21.25
2013,경상북도,포항시 북구,항생제처방률,4304373,804491,18.69
2013,경상북도,경주시,항생제처방률,3763637,836682,22.23
2013,경상북도,김천시,항생제처방률,1744198,280251,16.07
2013,경상북도,안동시,항생제처방률,2975357,541974,18.22
2013,경상북도,구미시,항생제처방률,5681893,1529371,26.92
2013,경상북도,영주시,항생제처방률,1631116,366572,22.47
2013,경상북도,영천시,항생제처방률,1820211,231081,12.7
2013,경상북도,상주시,항생제처방률,1572196,261935,16.66
2013,경상북도,문경시,항생제처방률,1342440,272886,20.33
2013,경상북도,경산시,항생제처방률,3515447,943418,26.84
2013,경상북도,군위군,항생제처방률,259163,33936,13.09
2013,경상북도,의성군,항생제처방률,818053,116557,14.25
2013,경상북도,청송군,항생제처방률,236205,43478,18.41
2013,경상북도,영양군,항생제처방률,132776,19468,14.66
2013,경상북도,영덕군,항생제처방률,615749,75846,12.32
